School_ID,Destination_School_ID,distance
609955,610153,2125.3267
610153,609955,2125.3267
609966,610134,2133.8441
610134,609966,2133.8441
400083,610184,2135.6109
610184,400083,2135.6109
609873,609920,2138.1228
609920,609873,2138.1228
610033,610048,2141.5992
610048,610033,2141.5992
610044,610192,2142.4520
610192,610044,2142.4520
400020,610254,2144.7047
400020,400046,2144.7047
400046,400020,2144.7047
610254,400020,2144.7047
609865,609933,2146.0653
609933,609865,2146.0653
609938,610227,2146.7795
610227,609938,2146.7795
400089,610170,2146.7861
610170,400089,2146.7861
400076,610256,2154.8675
610256,400076,2154.8675
609930,609968,2155.4218
609968,609930,2155.4218
609897,609913,2155.8784
609913,609897,2155.8784
400114,610313,2158.3688
610313,400114,2158.3688
610009,610180,2158.4314
610180,610009,2158.4314
610072,610153,2166.4827
610153,610072,2166.4827
400026,610207,2167.2488
610207,400026,2167.2488
609881,610293,2168.6589
610293,609881,2168.6589
609854,609863,2168.7897
609863,609854,2168.7897
609806,610281,2171.9274
610281,609806,2171.9274
400039,610076,2173.8497
610076,400039,2173.8497
609969,610142,2180.2092
610142,609969,2180.2092
400096,609828,2183.1352
609828,400096,2183.1352
400114,609863,2185.8029
609863,400114,2185.8029
610125,610228,2189.2387
610228,610125,2189.2387
609861,609871,2196.5563
609871,609861,2196.5563
610153,610369,2199.4301
610369,610153,2199.4301
609951,610256,2199.9518
610256,609951,2199.9518
609997,610172,2200.2208
610172,609997,2200.2208
400101,609829,2210.0157
609829,400101,2210.0157
610098,610106,2211.2603
610106,610098,2211.2603
609844,610150,2212.0589
610150,609844,2212.0589
610276,610345,2215.7667
610345,610276,2215.7667
609959,610217,2218.6323
610217,609959,2218.6323
610308,610405,2218.6534
610405,610308,2218.6534
610146,610279,2224.4786
610279,610146,2224.4786
609926,610012,2225.4514
610012,609926,2225.4514
609918,610022,2230.0049
610022,609918,2230.0049
609881,610348,2230.3151
610348,609881,2230.3151
610134,610274,2235.3661
610274,610134,2235.3661
609830,610000,2244.3229
610000,609830,2244.3229
610229,610313,2245.3682
610313,610229,2245.3682
609975,610000,2248.8219
610000,609975,2248.8219
610002,610280,2251.7500
610280,610002,2251.7500
609867,610329,2253.8034
610329,609867,2253.8034
610187,610189,2255.9665
610189,610187,2255.9665
400045,610178,2261.7319
610178,400045,2261.7319
610018,610090,2264.1966
610090,610018,2264.1966
610157,610532,2268.0220
610532,610157,2268.0220
400078,610276,2268.1071
610276,400078,2268.1071
400047,400095,2271.7963
400095,400047,2271.7963
610107,610197,2276.0200
610197,610107,2276.0200
609799,609866,2278.1578
609866,609799,2278.1578
610012,610048,2279.5681
610048,610012,2279.5681
609985,610241,2281.4760
610241,609985,2281.4760
610090,610142,2283.0417
610142,610090,2283.0417
609930,610192,2287.0302
610192,609930,2287.0302
400019,609987,2287.4929
609987,400019,2287.4929
610033,610095,2290.4339
610095,610033,2290.4339
609968,610088,2293.6604
610088,609968,2293.6604
400029,609844,2298.3410
609844,400029,2298.3410
610150,610263,2299.2797
610263,610150,2299.2797
609888,610252,2299.5846
610252,609888,2299.5846
610237,610277,2300.0258
610277,610237,2300.0258
609851,609925,2302.9006
609925,609851,2302.9006
609804,610542,2303.2935
610542,609804,2303.2935
400047,609888,2304.2379
609888,400047,2304.2379
609950,610227,2306.7769
610227,609950,2306.7769
609854,610073,2311.5939
610073,609854,2311.5939
610114,610246,2316.3279
610246,610114,2316.3279
609929,610037,2318.7599
610037,609929,2318.7599
609891,610061,2320.3023
610061,609891,2320.3023
400084,609855,2324.9665
609855,400084,2324.9665
400060,400120,2326.0832
400120,400060,2326.0832
609880,610542,2326.8313
610542,609880,2326.8313
610000,610020,2331.5270
610020,610000,2331.5270
609851,610365,2331.9634
610365,609851,2331.9634
609835,610044,2332.6488
610044,609835,2332.6488
609916,609977,2332.8821
609977,609916,2332.8821
609977,610530,2332.8821
610530,609977,2332.8821
610060,610548,2333.6577
610548,610060,2333.6577
609863,610313,2333.8511
610313,609863,2333.8511
400046,610240,2338.7721
610240,400046,2338.7721
610240,610254,2338.7721
610254,610240,2338.7721
609879,610287,2341.6062
610287,609879,2341.6062
610171,610200,2344.3960
610200,610171,2344.3960
609922,610068,2345.0091
610068,609922,2345.0091
609845,609848,2345.8658
609848,609845,2345.8658
610034,610240,2346.5978
610240,610034,2346.5978
610187,610242,2346.7217
610242,610187,2346.7217
610030,610143,2348.5225
610143,610030,2348.5225
610009,610060,2348.5965
610060,610009,2348.5965
609876,610317,2351.8053
610317,609876,2351.8053
609851,610131,2353.5425
610131,609851,2353.5425
610068,610165,2355.5637
610165,610068,2355.5637
609920,610017,2355.7234
610017,609920,2355.7234
610203,610532,2360.2782
610532,610203,2360.2782
609964,610167,2365.0165
610167,609964,2365.0165
609820,610549,2368.0823
610549,609820,2368.0823
610076,610210,2368.3932
610076,610320,2368.3932
610210,610076,2368.3932
610320,610076,2368.3932
610201,610248,2368.5487
610201,610249,2368.5487
610248,610201,2368.5487
610249,610201,2368.5487
609821,610218,2368.8749
610218,609821,2368.8749
610202,610348,2378.4235
610348,610202,2378.4235
610082,610084,2383.4344
610084,610082,2383.4344
400040,609954,2386.4006
609954,400040,2386.4006
609793,610285,2395.0482
610285,609793,2395.0482
400107,610171,2397.2030
610171,400107,2397.2030
400023,609833,2399.8660
609833,400023,2399.8660
609821,610316,2403.7797
610316,609821,2403.7797
610202,610241,2406.4118
610241,610202,2406.4118
610265,610290,2410.5050
610290,610265,2410.5050
610362,610366,2414.4434
610366,610362,2414.4434
609954,610221,2417.9477
610221,609954,2417.9477
609894,610126,2420.8881
610126,609894,2420.8881
400046,609873,2423.6863
609873,400046,2423.6863
609873,610254,2423.6863
610254,609873,2423.6863
610013,610075,2424.5035
610075,610013,2424.5035
610194,610503,2428.0217
610503,610194,2428.0217
609834,609938,2430.6508
609938,609834,2430.6508
609961,610193,2430.7649
610193,609961,2430.7649
400095,610271,2435.2553
610271,400095,2435.2553
610187,610269,2437.1163
610269,610187,2437.1163
400048,609989,2437.7952
609989,400048,2437.7952
400039,610313,2443.4896
610313,400039,2443.4896
610148,610239,2443.5458
610239,610148,2443.5458
400011,609925,2445.8853
609925,400011,2445.8853
610065,610266,2456.0733
610266,610065,2456.0733
609973,610227,2457.5617
610227,609973,2457.5617
609985,610202,2459.2714
610202,609985,2459.2714
610156,610367,2461.0258
610367,610156,2461.0258
610199,610225,2463.6875
610225,610199,2463.6875
610115,610279,2465.4498
610279,610115,2465.4498
609891,610395,2466.0595
610395,609891,2466.0595
610124,610312,2471.8797
610312,610124,2471.8797
400030,609922,2476.2464
609922,400030,2476.2464
400111,609805,2479.5051
609805,400111,2479.5051
610100,610106,2483.3300
610106,610100,2483.3300
400040,610194,2489.5839
610194,400040,2489.5839
609954,610503,2491.6962
610503,609954,2491.6962
610157,610226,2491.8161
610226,610157,2491.8161
609920,609966,2496.5277
609966,609920,2496.5277
400083,610129,2499.6066
610129,400083,2499.6066
400114,610320,2499.8380
400114,610210,2499.8380
610210,400114,2499.8380
610320,400114,2499.8380
400082,609809,2503.1432
609809,400082,2503.1432
610030,610090,2504.1091
610090,610030,2504.1091
610225,610295,2506.5117
610295,610225,2506.5117
609826,609950,2514.4976
609950,609826,2514.4976
609881,610202,2516.0817
610202,609881,2516.0817
609920,609921,2516.3630
609921,609920,2516.3630
609988,610354,2518.4618
610354,609988,2518.4618
609867,609872,2522.5154
609872,609867,2522.5154
609975,610282,2526.0782
610282,609975,2526.0782
609848,610364,2527.3099
610364,609848,2527.3099
609791,610285,2530.5398
610285,609791,2530.5398
609891,610126,2532.5742
610126,609891,2532.5742
609863,610520,2533.0270
610520,609863,2533.0270
610194,610348,2535.8678
610348,610194,2535.8678
610065,610263,2537.3321
610263,610065,2537.3321
400019,610110,2539.0364
610110,400019,2539.0364
609792,609857,2541.9720
609857,609792,2541.9720
609969,610090,2543.8852
610090,609969,2543.8852
400095,610243,2546.6392
610243,400095,2546.6392
400092,610364,2548.0853
610364,400092,2548.0853
610233,610299,2549.1214
610299,610233,2549.1214
400028,610139,2549.4193
610139,400028,2549.4193
609870,610227,2549.7313
610227,609870,2549.7313
400020,609873,2549.8779
609873,400020,2549.8779
400084,610559,2551.1081
610559,400084,2551.1081
610056,610123,2554.6940
610123,610056,2554.6940
610053,610067,2563.5528
610067,610053,2563.5528
609907,610055,2563.8539
610055,609907,2563.8539
609963,610010,2564.1149
610010,609963,2564.1149
609781,610237,2565.0463
610237,609781,2565.0463
609885,610172,2571.8061
610172,609885,2571.8061
610112,610299,2572.0243
610299,610112,2572.0243
609959,610336,2572.1670
609959,610232,2572.1670
610232,609959,2572.1670
610336,609959,2572.1670
400116,609941,2572.2111
609941,400116,2572.2111
610238,610339,2572.3294
610339,610238,2572.3294
610108,610521,2575.1613
610521,610108,2575.1613
609782,610010,2575.8339
610010,609782,2575.8339
609913,610108,2576.3740
610108,609913,2576.3740
610019,610112,2576.4436
610112,610019,2576.4436
609917,610128,2576.4841
610128,609917,2576.4841
400047,609925,2580.5029
609925,400047,2580.5029
610073,610197,2583.1667
610197,610073,2583.1667
609834,610227,2584.5456
610227,609834,2584.5456
609803,609963,2584.8628
609963,609803,2584.8628
400049,610123,2587.0524
610123,400049,2587.0524
609926,610534,2590.7364
610534,609926,2590.7364
400120,610122,2598.9166
610122,400120,2598.9166
609997,610161,2603.9949
610161,609997,2603.9949
609793,609869,2607.9237
609869,609793,2607.9237
400041,609835,2609.3328
609835,400041,2609.3328
610088,610097,2619.6595
610097,610088,2619.6595
400044,610056,2620.4970
610056,400044,2620.4970
609826,610063,2623.8491
610063,609826,2623.8491
400028,610160,2623.9615
610160,400028,2623.9615
609850,610242,2625.0234
610242,609850,2625.0234
400069,609797,2626.2916
609797,400069,2626.2916
609867,610228,2630.6471
610228,609867,2630.6471
609895,610027,2631.5801
610027,609895,2631.5801
609881,609907,2636.4075
609907,609881,2636.4075
400047,610055,2643.8593
610055,400047,2643.8593
609906,610156,2646.4538
610156,609906,2646.4538
609834,610273,2646.5282
610273,609834,2646.5282
610015,610180,2650.0766
610180,610015,2650.0766
609800,610028,2650.4590
610028,609800,2650.4590
400044,400049,2651.5401
400049,400044,2651.5401
400060,610205,2652.5826
610205,400060,2652.5826
609839,610109,2653.6661
610109,609839,2653.6661
610002,610350,2654.3581
610350,610002,2654.3581
609902,610224,2654.4074
610224,609902,2654.4074
609819,610246,2655.7041
610246,609819,2655.7041
609851,610023,2662.5828
610023,609851,2662.5828
609863,610342,2664.5119
610342,609863,2664.5119
609894,610395,2666.9108
610395,609894,2666.9108
609820,609963,2667.8203
609963,609820,2667.8203
400011,610365,2669.6051
610365,400011,2669.6051
610048,610095,2673.9006
610095,610048,2673.9006
610055,610271,2674.0869
610271,610055,2674.0869
610039,610325,2678.4441
610325,610039,2678.4441
609955,610003,2678.7697
610003,609955,2678.7697
610189,610355,2682.6373
610355,610189,2682.6373
609968,610097,2682.7666
610097,609968,2682.7666
400101,610174,2688.8763
610174,400101,2688.8763
609844,610173,2691.7656
610173,609844,2691.7656
609929,609986,2693.7720
609986,609929,2693.7720
610228,610329,2694.4944
610329,610228,2694.4944
610058,610156,2694.8132
610156,610058,2694.8132
400071,609897,2695.1060
609897,400071,2695.1060
609790,609941,2700.0686
609941,609790,2700.0686
609993,610239,2701.5005
610239,609993,2701.5005
610233,610265,2702.2375
610265,610233,2702.2375
400039,400114,2702.9352
400114,400039,2702.9352
609896,610138,2707.5233
610138,609896,2707.5233
609925,610243,2707.9733
610243,609925,2707.9733
610013,610015,2707.9968
610015,610013,2707.9968
610034,610274,2710.3289
610274,610034,2710.3289
610210,610342,2711.8376
610320,610342,2711.8376
610342,610320,2711.8376
610342,610210,2711.8376
400068,609795,2712.9003
609795,400068,2712.9003
609826,609873,2714.3268
609873,609826,2714.3268
400039,610031,2717.7393
610031,400039,2717.7393
610040,610051,2718.0442
610051,610040,2718.0442
610176,610225,2718.3091
610225,610176,2718.3091
400043,610405,2718.5277
610405,400043,2718.5277
610031,610320,2718.7136
610031,610210,2718.7136
610210,610031,2718.7136
610320,610031,2718.7136
400043,610177,2719.3182
610177,400043,2719.3182
609830,609975,2722.0444
609975,609830,2722.0444
609926,610033,2723.7064
610033,609926,2723.7064
609851,610274,2723.8204
610274,609851,2723.8204
609954,610240,2725.1579
610240,609954,2725.1579
400074,609775,2725.6374
609775,400074,2725.6374
400040,609991,2730.2468
609991,400040,2730.2468
400044,610034,2733.7534
610034,400044,2733.7534
610319,610504,2734.0454
610504,610319,2734.0454
609904,610367,2736.6867
610367,609904,2736.6867
610161,610285,2737.0825
610285,610161,2737.0825
609887,610268,2739.0985
610268,609887,2739.0985
609872,610216,2740.5160
610216,609872,2740.5160
610021,610192,2742.9307
610192,610021,2742.9307
400068,609906,2746.1363
609906,400068,2746.1363
609780,610192,2750.5964
610192,609780,2750.5964
609972,609988,2752.3885
609988,609972,2752.3885
400009,400080,2753.4851
400009,400079,2753.4851
400079,400009,2753.4851
400080,400009,2753.4851
609793,610161,2756.5490
610161,609793,2756.5490
610120,610226,2756.6108
610226,610120,2756.6108
400027,610321,2757.3879
610321,400027,2757.3879
610037,610172,2761.1279
610172,610037,2761.1279
609909,609952,2761.9088
609952,609909,2761.9088
609863,610073,2764.7083
610073,609863,2764.7083
